correct,item,domain,pair_type,conclusion_form,scenario,template_id,premise,conclusion,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,SESSION,PARTICIPANT,STIMULUS_VALID,STIMULUS_DOMAIN,STIMULUS_PAIR_TYPE
Y,C38,control,presupposition,,,,Emma talked to her son.,Emma has children.,1560,Premise: Emma talked to her son. / Conclusion: Emma has children.,b,html-keyboard-response,196,2.1.0,506271,EXPERIMENTAL,5eca46c6c1e2c601290bab15,Y,control,presupposition
Y,C04,control,conjunction,,,,The student opened the window and aired out the room.,The student let fresh air inside.,5618,Premise: The student opened the window and aired out the room. / Conclusion: The student let fresh air inside.,b,html-keyboard-response,198,2.1.0,512892,EXPERIMENTAL,5eca46c6c1e2c601290bab15,Y,control,conjunction
Y,C36,control,presupposition,,,,John quit smoking last year.,John used to smoke in the past.,2121,Premise: John quit smoking last year. / Conclusion: John used to smoke in the past.,b,html-keyboard-response,200,2.1.0,516015,EXPERIMENTAL,5eca46c6c1e2c601290bab15,Y,control,presupposition
?,M12,modal,must_single,A,,,Tegan should sew the fabric border or glue the pieces.,Tegan may sew the fabric border.,4848,Premise: Tegan should sew the fabric border or glue the pieces. / Conclusion: Tegan may sew the fabric border.,b,html-keyboard-response,202,2.1.0,521866,EXPERIMENTAL,5eca46c6c1e2c601290bab15,?,modal,must_single
N,C07,control,conjunction,,,,Daniel organized the bookshelf and donated a stack of novels.,Daniel had lunch at a sushi bar.,2591,Premise: Daniel organized the bookshelf and donated a stack of novels. / Conclusion: Daniel had lunch at a sushi bar.,n,html-keyboard-response,204,2.1.0,525459,EXPERIMENTAL,5eca46c6c1e2c601290bab15,N,control,conjunction
Y,C12,control,conditional,,,,"Since the engine overheated, the car stopped on the roadside.",The engine became too hot.,3420,"Premise: Since the engine overheated, the car stopped on the roadside. / Conclusion: The engine became too hot.",b,html-keyboard-response,206,2.1.0,529882,EXPERIMENTAL,5eca46c6c1e2c601290bab15,Y,control,conditional
N,C19,control,conditional,,,,"If Adam visits the new exhibition, he will take some photos.",Adam will go to see the new display.,4229,"Premise: If Adam visits the new exhibition, he will take some photos. / Conclusion: Adam will go to see the new display.",b,html-keyboard-response,208,2.1.0,535114,EXPERIMENTAL,5eca46c6c1e2c601290bab15,N,control,conditional
?,M05,modal,allowed_single,B,,,Devin has permission to photograph the sculpture garden or to adjust the white balance.,Devin has permission to adjust the white balance.,4036,Premise: Devin has permission to photograph the sculpture garden or to adjust the white balance. / Conclusion: Devin has permission to adjust the white balance.,b,html-keyboard-response,210,2.1.0,540153,EXPERIMENTAL,5eca46c6c1e2c601290bab15,?,modal,allowed_single
?,M14,modal,must_single,A,,,Dylan is expected to print the handouts or review the survey data.,Dylan is allowed to  print the handouts.,2815,Premise: Dylan is expected to print the handouts or review the survey data. / Conclusion: Dylan is allowed to  print the handouts.,b,html-keyboard-response,212,2.1.0,543971,EXPERIMENTAL,5eca46c6c1e2c601290bab15,?,modal,must_single
?,W25,want,want_and,AND,,,Kai wants to mix the audio tracks or practice the chorus.,Kai wants to mix the audio tracks and wants to practice the chorus.,3257,Premise: Kai wants to mix the audio tracks or practice the chorus. / Conclusion: Kai wants to mix the audio tracks and wants to practice the chorus.,b,html-keyboard-response,214,2.1.0,548230,EXPERIMENTAL,5eca46c6c1e2c601290bab15,?,want,want_and
?,W42,want,atleast_single_a,A,,,Emery wants to charge the power bank or at least set an early alarm.,Emery wants to charge the power bank.,3359,Premise: Emery wants to charge the power bank or at least set an early alarm. / Conclusion: Emery wants to charge the power bank.,b,html-keyboard-response,216,2.1.0,552591,EXPERIMENTAL,5eca46c6c1e2c601290bab15,?,want,atleast_single_a
N,M19,modal,all_and,AND,,,All of them mounted the canvas or sanded the wooden edges.,"Some of them  mounted the canvas, and some of them sanded the wooden edges.",7848,"Premise: All of them mounted the canvas or sanded the wooden edges. / Conclusion: Some of them  mounted the canvas, and some of them sanded the wooden edges.",b,html-keyboard-response,218,2.1.0,561441,EXPERIMENTAL,5eca46c6c1e2c601290bab15,N,modal,all_and
N,P05,control,quantifier,,,0.0,Some blondes have dark eyes.,Some blondes have dark clothes.,8104,Premise: Some blondes have dark eyes. / Conclusion: Some blondes have dark clothes.,b,html-keyboard-response,2,2.1.0,55177,PRACTICE,56d56e550b5634000bdc5703,N,control,quantifier
N,P03,control,conditional,,,0.0,"If Laura finishes preparing the detailed report today, she will send it to the entire team.",Laura will send the report to the team.,9468,"Premise: If Laura finishes preparing the detailed report today, she will send it to the entire team. / Conclusion: Laura will send the report to the team.",b,html-keyboard-response,5,2.1.0,68839,PRACTICE,56d56e550b5634000bdc5703,N,control,conditional
Y,P06,control,presupposition,,,0.0,Alice won a car race.,Alice participated in a car race.,6001,Premise: Alice won a car race. / Conclusion: Alice participated in a car race.,b,html-keyboard-response,8,2.1.0,80043,PRACTICE,56d56e550b5634000bdc5703,Y,control,presupposition
Y,P02,control,conditional,,,0.0,"Since heavy fog covered the valley, the hikers lost visibility.",The hikers could no longer see their surroundings clearly.,6568,"Premise: Since heavy fog covered the valley, the hikers lost visibility. / Conclusion: The hikers could no longer see their surroundings clearly.",b,html-keyboard-response,11,2.1.0,89788,PRACTICE,56d56e550b5634000bdc5703,Y,control,conditional
N,P07,control,presupposition,,,0.0,Mark won a car race.,Mark has never participated in a car race.,5426,Premise: Mark won a car race. / Conclusion: Mark has never participated in a car race.,n,html-keyboard-response,14,2.1.0,98438,PRACTICE,56d56e550b5634000bdc5703,N,control,presupposition
Y,P00,control,conjunction,,,0.0,Sophia stopped by the bakery and bought fresh bread.,Sophia went to the bakery.,5689,Premise: Sophia stopped by the bakery and bought fresh bread. / Conclusion: Sophia went to the bakery.,b,html-keyboard-response,17,2.1.0,106444,PRACTICE,56d56e550b5634000bdc5703,Y,control,conjunction
Y,P04,control,quantifier,,,0.0,Some blondes have dark eyes.,Some people with dark eyes are blondes.,4378,Premise: Some blondes have dark eyes. / Conclusion: Some people with dark eyes are blondes.,b,html-keyboard-response,20,2.1.0,113822,PRACTICE,56d56e550b5634000bdc5703,Y,control,quantifier
N,P01,control,conjunction,,,0.0,The tourist visited the castle and photographed the courtyard.,The tourist visited the cathedral.,7265,Premise: The tourist visited the castle and photographed the courtyard. / Conclusion: The tourist visited the cathedral.,n,html-keyboard-response,23,2.1.0,123220,PRACTICE,56d56e550b5634000bdc5703,N,control,conjunction
N,M21,modal,all_single,B,,,Every participant restrung the instrument or polished the lyrics.,At least one participant polished the lyrics.,13356,Premise: Every participant restrung the instrument or polished the lyrics. / Conclusion: At least one participant polished the lyrics.,b,html-keyboard-response,27,2.1.0,147519,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_single
?,W44,want,atleast_single_b,B,,,Harper wants to prepare the snack table or at least arrange the seating.,Harper wants to arrange the seating.,14272,Premise: Harper wants to prepare the snack table or at least arrange the seating. / Conclusion: Harper wants to arrange the seating.,b,html-keyboard-response,29,2.1.0,162803,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_b
Y,C27,control,quantifier,,,,Every table is a piece of furniture.,"If you have a table in your room, you have a piece of furniture.",7697,"Premise: Every table is a piece of furniture. / Conclusion: If you have a table in your room, you have a piece of furniture.",b,html-keyboard-response,31,2.1.0,171512,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,quantifier
N,C47,control,presupposition,,,,"Thomas broke his leg, again.",Thomas broke his arm in the past.,6931,"Premise: Thomas broke his leg, again. / Conclusion: Thomas broke his arm in the past.",n,html-keyboard-response,33,2.1.0,179453,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,presupposition
N,C43,control,presupposition,,,,Sue visited her brother.,Sue has no siblings.,7009,Premise: Sue visited her brother. / Conclusion: Sue has no siblings.,n,html-keyboard-response,35,2.1.0,187474,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,presupposition
N,C33,control,quantifier,,,,Every table is a piece of furniture.,"If you have only a table in your room, you don’t have any furniture.",7819,"Premise: Every table is a piece of furniture. / Conclusion: If you have only a table in your room, you don’t have any furniture.",n,html-keyboard-response,37,2.1.0,196299,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,quantifier
?,M00,modal,allowed_and,AND,,,Morgan is allowed to garnish the plates or bake the rolls.,Morgan is allowed to garnish the plates and is allowed to bake the rolls.,15492,Premise: Morgan is allowed to garnish the plates or bake the rolls. / Conclusion: Morgan is allowed to garnish the plates and is allowed to bake the rolls.,n,html-keyboard-response,39,2.1.0,212796,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_and
Y,C15,control,conditional,,,,"Since Daniel overslept, he arrived at the meeting much later than planned.",Daniel got up later than he intended.,9676,"Premise: Since Daniel overslept, he arrived at the meeting much later than planned. / Conclusion: Daniel got up later than he intended.",b,html-keyboard-response,41,2.1.0,223482,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conditional
N,C06,control,conjunction,,,,Sophie cleaned the guest room and changed all the bed linens.,Sophie attended a music festival.,3932,Premise: Sophie cleaned the guest room and changed all the bed linens. / Conclusion: Sophie attended a music festival.,n,html-keyboard-response,43,2.1.0,228416,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conjunction
?,M08,modal,must_and,AND,,,Eden should clean the air filter or replace the lightbulb.,"Eden may clean the air filter, and may replace the lightbulb.",10647,"Premise: Eden should clean the air filter or replace the lightbulb. / Conclusion: Eden may clean the air filter, and may replace the lightbulb.",b,html-keyboard-response,45,2.1.0,240075,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_and
?,M15,modal,must_single,B,,,Reese is required to patch the wall crack or tighten the cabinet screws.,Reese is free to tighten the cabinet screws.,16464,Premise: Reese is required to patch the wall crack or tighten the cabinet screws. / Conclusion: Reese is free to tighten the cabinet screws.,b,html-keyboard-response,47,2.1.0,257549,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_single
Y,C25,control,quantifier,,,,Some cars have all-wheel drive.,Some all-wheel-drive vehicles are cars.,5921,Premise: Some cars have all-wheel drive. / Conclusion: Some all-wheel-drive vehicles are cars.,b,html-keyboard-response,49,2.1.0,264474,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,quantifier
Y,C38,control,presupposition,,,,Emma talked to her son.,Emma has children.,5675,Premise: Emma talked to her son. / Conclusion: Emma has children.,b,html-keyboard-response,51,2.1.0,271157,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,presupposition
?,W25,want,want_and,AND,,,Kai wants to mix the audio tracks or practice the chorus.,Kai wants to mix the audio tracks and wants to practice the chorus.,16527,Premise: Kai wants to mix the audio tracks or practice the chorus. / Conclusion: Kai wants to mix the audio tracks and wants to practice the chorus.,n,html-keyboard-response,53,2.1.0,288687,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_and
Y,C36,control,presupposition,,,,John quit smoking last year.,John used to smoke in the past.,5451,Premise: John quit smoking last year. / Conclusion: John used to smoke in the past.,b,html-keyboard-response,55,2.1.0,295143,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,presupposition
N,M17,modal,all_and,AND,,,Every participant tested the smoke detector or organized the tool box.,"At least one participant tested the smoke detector, and at least one participant organized the tool box.",12799,"Premise: Every participant tested the smoke detector or organized the tool box. / Conclusion: At least one participant tested the smoke detector, and at least one participant organized the tool box.",b,html-keyboard-response,57,2.1.0,308953,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_and
?,W30,want,want_single,A,,,Frankie wants to marinate the tofu or set the table.,Frankie wants to marinate the tofu.,11036,Premise: Frankie wants to marinate the tofu or set the table. / Conclusion: Frankie wants to marinate the tofu.,b,html-keyboard-response,59,2.1.0,320997,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_single
?,W32,want,want_mind_and,AND,,,Elliot wants to check the bike tires or cool down after practice.,"Elliot does not mind checking the bike tires, and does not mind cooling down after practice.",19352,"Premise: Elliot wants to check the bike tires or cool down after practice. / Conclusion: Elliot does not mind checking the bike tires, and does not mind cooling down after practice.",b,html-keyboard-response,61,2.1.0,341352,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_and
?,M06,modal,allowed_single,A,,,Parker is free to renew the passport or arrange the airport ride.,Parker is free to renew the passport.,7239,Premise: Parker is free to renew the passport or arrange the airport ride. / Conclusion: Parker is free to renew the passport.,b,html-keyboard-response,63,2.1.0,349596,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_single
Y,C00,control,conjunction,,,,Emma walked to the lake and fed the ducks.,Emma gave food to the ducks.,5723,Premise: Emma walked to the lake and fed the ducks. / Conclusion: Emma gave food to the ducks.,b,html-keyboard-response,65,2.1.0,356329,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conjunction
Y,C02,control,conjunction,,,,Jacob opened the window and let in some fresh air.,Jacob allowed fresh air to enter the room.,6254,Premise: Jacob opened the window and let in some fresh air. / Conclusion: Jacob allowed fresh air to enter the room.,b,html-keyboard-response,67,2.1.0,363588,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conjunction
N,M16,modal,all_and,AND,,,Everyone learned the bridge section or warmed up the scales.,"Some people learned the bridge section, and some people warmed up the scales.",16409,"Premise: Everyone learned the bridge section or warmed up the scales. / Conclusion: Some people learned the bridge section, and some people warmed up the scales.",b,html-keyboard-response,69,2.1.0,381007,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_and
?,W43,want,atleast_single_a,A,,,Finley wants to clean the watering cans or at least pull the weeds.,Finley wants to clean the watering cans.,8830,Premise: Finley wants to clean the watering cans or at least pull the weeds. / Conclusion: Finley wants to clean the watering cans.,b,html-keyboard-response,71,2.1.0,390845,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_a
Y,C14,control,conditional,,,,"Since the window remained open all night, the room became unusually cold.",The room’s temperature dropped significantly.,8684,"Premise: Since the window remained open all night, the room became unusually cold. / Conclusion: The room’s temperature dropped significantly.",b,html-keyboard-response,73,2.1.0,400532,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conditional
Y,C12,control,conditional,,,,"Since the engine overheated, the car stopped on the roadside.",The engine became too hot.,6786,"Premise: Since the engine overheated, the car stopped on the roadside. / Conclusion: The engine became too hot.",b,html-keyboard-response,75,2.1.0,408320,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conditional
N,C31,control,quantifier,,,,Some cars have all-wheel drive.,Some cars have dual exhaust.,4450,Premise: Some cars have all-wheel drive. / Conclusion: Some cars have dual exhaust.,n,html-keyboard-response,77,2.1.0,413772,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,quantifier
Y,C26,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it will have poison glands.",12737,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it will have poison glands.",b,html-keyboard-response,79,2.1.0,427520,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,quantifier
N,C10,control,conjunction,,,,Liam repaired the old radio and tested its signal range.,Liam travelled to the mountains.,4939,Premise: Liam repaired the old radio and tested its signal range. / Conclusion: Liam travelled to the mountains.,n,html-keyboard-response,81,2.1.0,433464,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conjunction
?,M02,modal,allowed_and,AND,,,Kennedy is free to harvest the cucumbers or compost the clippings.,Kennedy is free to harvest the cucumbers and is free to compost the clippings.,11165,Premise: Kennedy is free to harvest the cucumbers or compost the clippings. / Conclusion: Kennedy is free to harvest the cucumbers and is free to compost the clippings.,n,html-keyboard-response,83,2.1.0,445637,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_and
?,W36,want,want_mind_single,A,,,Marley wants to refill the water bottles or set up the yoga mats.,Marley does not mind refilling the water bottles.,9693,Premise: Marley wants to refill the water bottles or set up the yoga mats. / Conclusion: Marley does not mind refilling the water bottles.,b,html-keyboard-response,85,2.1.0,456337,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_single
?,W41,want,atleast_single_a,A,,,Dakota wants to cue the playlist or at least label the name tags.,Dakota wants to cue the playlist.,7098,Premise: Dakota wants to cue the playlist or at least label the name tags. / Conclusion: Dakota wants to cue the playlist.,b,html-keyboard-response,87,2.1.0,464447,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_a
N,C34,control,quantifier,,,,Everyone read at least one book.,There is a book that has been read by everyone.,7801,Premise: Everyone read at least one book. / Conclusion: There is a book that has been read by everyone.,n,html-keyboard-response,89,2.1.0,473256,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,quantifier
?,W34,want,want_mind_and,AND,,,Kelly wants to stretch the hamstrings or pack the first-aid kit.,Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,8116,Premise: Kelly wants to stretch the hamstrings or pack the first-aid kit. / Conclusion: Kelly would be okay with stretching the hamstrings and would be okay with packing the first-aid kit.,b,html-keyboard-response,91,2.1.0,482377,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_and
?,M03,modal,allowed_and,AND,,,Drew is cleared to repair the loose hinge or sweep the front porch.,Drew is cleared to repair the loose hinge and cleared to sweep the front porch.,10592,Premise: Drew is cleared to repair the loose hinge or sweep the front porch. / Conclusion: Drew is cleared to repair the loose hinge and cleared to sweep the front porch.,n,html-keyboard-response,93,2.1.0,493972,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_and
Y,C04,control,conjunction,,,,The student opened the window and aired out the room.,The student let fresh air inside.,5325,Premise: The student opened the window and aired out the room. / Conclusion: The student let fresh air inside.,b,html-keyboard-response,95,2.1.0,500305,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conjunction
N,C21,control,conditional,,,,"If the package arrives tomorrow, the office will process it immediately.",The parcel will be handled in a week time.,6601,"Premise: If the package arrives tomorrow, the office will process it immediately. / Conclusion: The parcel will be handled in a week time.",n,html-keyboard-response,97,2.1.0,507916,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conditional
?,W45,want,atleast_single_b,B,,,Avery wants to schedule a rehearsal or at least adjust the metronome.,Avery wants to adjust the metronome.,11694,Premise: Avery wants to schedule a rehearsal or at least adjust the metronome. / Conclusion: Avery wants to adjust the metronome.,n,html-keyboard-response,99,2.1.0,520614,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_b
Y,C41,control,presupposition,,,,"Maggie spent holidays in Paris, again.",Maggie had already visited Paris before.,4048,"Premise: Maggie spent holidays in Paris, again. / Conclusion: Maggie had already visited Paris before.",b,html-keyboard-response,101,2.1.0,525679,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,presupposition
N,C44,control,presupposition,,,,Andrew talked to his daughter.,Andrew has two daughters.,4440,Premise: Andrew talked to his daughter. / Conclusion: Andrew has two daughters.,n,html-keyboard-response,103,2.1.0,531133,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,presupposition
?,W40,want,atleast_single_a,A,,,Charlie wants to trim the hedges or at least stake the tomato vines.,Charlie wants to trim the hedges.,7349,Premise: Charlie wants to trim the hedges or at least stake the tomato vines. / Conclusion: Charlie wants to trim the hedges.,b,html-keyboard-response,105,2.1.0,539485,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_a
N,C32,control,quantifier,,,,All toads have poison glands.,"If you find a true toad in your garden, it may not have poison glands.",7480,"Premise: All toads have poison glands. / Conclusion: If you find a true toad in your garden, it may not have poison glands.",n,html-keyboard-response,107,2.1.0,547975,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,quantifier
?,W27,want,want_and,AND,,,Ari wants to outline the report or email the instructor questions.,Ari wants to outline the report and wants to email the instructor questions.,7133,Premise: Ari wants to outline the report or email the instructor questions. / Conclusion: Ari wants to outline the report and wants to email the instructor questions.,n,html-keyboard-response,109,2.1.0,556124,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_and
?,W31,want,want_single,B,,,Taylor wants to pack the leftovers or simmer the sauce.,Taylor wants to simmer the sauce.,7992,Premise: Taylor wants to pack the leftovers or simmer the sauce. / Conclusion: Taylor wants to simmer the sauce.,b,html-keyboard-response,111,2.1.0,565127,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_single
?,W47,want,atleast_single_b,B,,,Sawyer wants to test the microphone or at least review the agenda.,Sawyer wants to review the agenda.,11073,Premise: Sawyer wants to test the microphone or at least review the agenda. / Conclusion: Sawyer wants to review the agenda.,b,html-keyboard-response,113,2.1.0,577212,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_b
?,M14,modal,must_single,A,,,Dylan is expected to print the handouts or review the survey data.,Dylan is allowed to  print the handouts.,9395,Premise: Dylan is expected to print the handouts or review the survey data. / Conclusion: Dylan is allowed to  print the handouts.,b,html-keyboard-response,115,2.1.0,587611,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_single
Y,C17,control,conditional,,,,"Since the electricity went out, the laboratory instruments shut down.",The building lost electrical power.,9889,"Premise: Since the electricity went out, the laboratory instruments shut down. / Conclusion: The building lost electrical power.",n,html-keyboard-response,117,2.1.0,598510,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conditional
N,C35,control,quantifier,,,,Everybody has an idol.,There is a person who is an idol for everyone.,8058,Premise: Everybody has an idol. / Conclusion: There is a person who is an idol for everyone.,n,html-keyboard-response,119,2.1.0,607573,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,quantifier
?,W24,want,want_and,AND,,,Jordan wants to preheat the oven or grill the skewers.,Jordan wants to preheat the oven and wants to grill the skewers.,5872,Premise: Jordan wants to preheat the oven or grill the skewers. / Conclusion: Jordan wants to preheat the oven and wants to grill the skewers.,n,html-keyboard-response,121,2.1.0,614446,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_and
N,M18,modal,all_and,AND,,,Each person sketched the layout or photographed the finished piece.,"At least one person sketched the layout, and at least one  photographed the finished piece.",13458,"Premise: Each person sketched the layout or photographed the finished piece. / Conclusion: At least one person sketched the layout, and at least one  photographed the finished piece.",b,html-keyboard-response,124,2.1.0,633746,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_and
?,W37,want,want_mind_single,B,,,Rowan wants to format the bibliography or read the article summary.,Rowan is fine with reading the article summary.,7579,Premise: Rowan wants to format the bibliography or read the article summary. / Conclusion: Rowan is fine with reading the article summary.,b,html-keyboard-response,126,2.1.0,642329,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_mind_single
Y,C40,control,presupposition,,,,Ruth knows that roses require a lot of water.,Roses need a lot of water.,6076,Premise: Ruth knows that roses require a lot of water. / Conclusion: Roses need a lot of water.,b,html-keyboard-response,128,2.1.0,649410,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,presupposition
?,M09,modal,must_and,AND,,,Blair is supposed to frame the illustration or varnish the surface.,Blair is allowed to frame the illustration and is allowed to varnish the surface.,16153,Premise: Blair is supposed to frame the illustration or varnish the surface. / Conclusion: Blair is allowed to frame the illustration and is allowed to varnish the surface.,b,html-keyboard-response,130,2.1.0,666575,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_and
?,W29,want,want_single,B,,,Jamie wants to draft the introduction or annotate the source text.,Jamie wants to annotate the source text.,6669,Premise: Jamie wants to draft the introduction or annotate the source text. / Conclusion: Jamie wants to annotate the source text.,b,html-keyboard-response,132,2.1.0,674259,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,want_single
N,C46,control,presupposition,,,,Albert knows that geraniums prefer full sun.,Albert likes geraniums.,9129,Premise: Albert knows that geraniums prefer full sun. / Conclusion: Albert likes geraniums.,n,html-keyboard-response,134,2.1.0,684396,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,presupposition
?,M13,modal,must_single,B,,,Logan is supposed to clean the exercise gear or time the sprint intervals.,Logan is allowed to time the sprint intervals.,8482,Premise: Logan is supposed to clean the exercise gear or time the sprint intervals. / Conclusion: Logan is allowed to time the sprint intervals.,b,html-keyboard-response,136,2.1.0,693890,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_single
N,C20,control,conditional,,,,"If the software updates successfully, the interface will change.",The layout will look different.,9046,"Premise: If the software updates successfully, the interface will change. / Conclusion: The layout will look different.",b,html-keyboard-response,138,2.1.0,703944,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conditional
N,C09,control,conjunction,,,,The train passed through the village and slowed near the small station.,The train ended its route in the village.,7233,Premise: The train passed through the village and slowed near the small station. / Conclusion: The train ended its route in the village.,n,html-keyboard-response,140,2.1.0,712180,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conjunction
N,C07,control,conjunction,,,,Daniel organized the bookshelf and donated a stack of novels.,Daniel had lunch at a sushi bar.,4952,Premise: Daniel organized the bookshelf and donated a stack of novels. / Conclusion: Daniel had lunch at a sushi bar.,n,html-keyboard-response,142,2.1.0,718137,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,conjunction
N,M22,modal,all_single,A,,,Each person greeted the guests or set up the projector.,At least one person greeted the guests.,4769,Premise: Each person greeted the guests or set up the projector. / Conclusion: At least one person greeted the guests.,b,html-keyboard-response,144,2.1.0,723916,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_single
N,C45,control,presupposition,,,,Jim realized that the window was broken.,Jim realized that there were two windows.,5401,Premise: Jim realized that the window was broken. / Conclusion: Jim realized that there were two windows.,n,html-keyboard-response,146,2.1.0,730325,EXPERIMENTAL,56d56e550b5634000bdc5703,N,control,presupposition
?,M12,modal,must_single,A,,,Tegan should sew the fabric border or glue the pieces.,Tegan may sew the fabric border.,7553,Premise: Tegan should sew the fabric border or glue the pieces. / Conclusion: Tegan may sew the fabric border.,b,html-keyboard-response,148,2.1.0,738884,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,must_single
?,M04,modal,allowed_single,A,,,Jules is allowed to dim the room lights or collect the RSVPs.,Jules is allowed to dim the room lights.,7303,Premise: Jules is allowed to dim the room lights or collect the RSVPs. / Conclusion: Jules is allowed to dim the room lights.,b,html-keyboard-response,150,2.1.0,747199,EXPERIMENTAL,56d56e550b5634000bdc5703,?,modal,allowed_single
?,W42,want,atleast_single_a,A,,,Emery wants to charge the power bank or at least set an early alarm.,Emery wants to charge the power bank.,7337,Premise: Emery wants to charge the power bank or at least set an early alarm. / Conclusion: Emery wants to charge the power bank.,b,html-keyboard-response,152,2.1.0,755543,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_a
N,M23,modal,all_single,B,,,All of them scouted the shooting location or packed the lens kit.,Some of them packed the lens kit.,13590,Premise: All of them scouted the shooting location or packed the lens kit. / Conclusion: Some of them packed the lens kit.,b,html-keyboard-response,154,2.1.0,770137,EXPERIMENTAL,56d56e550b5634000bdc5703,N,modal,all_single
?,W46,want,atleast_single_b,B,,,Corey wants to record a demo or at least tune the guitar.,Corey wants to tune the guitar.,6656,Premise: Corey wants to record a demo or at least tune the guitar. / Conclusion: Corey wants to tune the guitar.,b,html-keyboard-response,156,2.1.0,777806,EXPERIMENTAL,56d56e550b5634000bdc5703,?,want,atleast_single_b
Y,C01,control,conjunction,,,,Oliver called his brother and apologized for the argument.,Oliver said he was sorry.,8406,Premise: Oliver called his brother and apologized for the argument. / Conclusion: Oliver said he was sorry.,b,html-keyboard-response,158,2.1.0,787218,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conjunction
Y,C16,control,conditional,,,,"Since Carla didn’t charge her phone, it died halfway through the call.",Carla failed to charge her phone.,6224,"Premise: Since Carla didn’t charge her phone, it died halfway through the call. / Conclusion: Carla failed to charge her phone.",b,html-keyboard-response,160,2.1.0,794447,EXPERIMENTAL,56d56e550b5634000bdc5703,Y,control,conditional
